28.688875833,-81.515212833,"track":0.0000
28.688875833,-81.515212833,60.500
28.688875833,-81.515212833,60.500
28.688875833,-81.515212833,60.500
28.688875667,-81.515211667,60.500
28.688875333,-81.515210500,60.500
28.688874667,-81.515209167,60.700
28.688873333,-81.515207333,60.800
28.688873167,-81.515206333,60.800
28.688873167,-81.515205833,60.700
28.688872167,-81.515204000,60.800
28.688871833,-81.515202500,60.800
28.688871833,-81.515201167,60.700
28.688871167,-81.515199667,60.700
28.688870667,-81.515198000,60.700
28.688870000,-81.515196667,60.900
28.688869833,-81.515195500,60.900
28.688869833,-81.515194667,60.900
28.688870167,-81.515194167,60.800
28.688870667,-81.515193667,60.600
28.688871000,-81.515193167,60.500
28.688871500,-81.515193167,60.300
28.688872333,-81.515193167,59.900
28.688873167,-81.515193167,59.700
28.688874333,-81.515193333,59.400
28.688875333,-81.515193500,59.000
28.688876333,-81.515193667,58.900
28.688877000,-81.515193833,58.800
28.688877667,-81.515193833,58.900
28.688878833,-81.515194667,58.700
28.688879833,-81.515195167,58.500
28.688880667,-81.515195333,58.400
28.688881667,-81.515195667,58.200
28.688882333,-81.515196000,58.000
28.688883333,-81.515196500,57.700
28.688884333,-81.515197333,57.300
28.688884833,-81.515197667,57.100
28.688885333,-81.515197500,57.000
28.688885333,-81.515197167,56.900
28.688885500,-81.515196833,56.900
28.688885500,-81.515196167,57.000
28.688885833,-81.515196333,57.300
28.688886167,-81.515196333,57.300
28.688886500,-81.515196500,57.400
28.688886833,-81.515196667,57.600
28.688887167,-81.515196667,57.700
28.688887333,-81.515196333,57.700
28.688887167,-81.515196167,57.600
28.688887000,-81.515195833,57.500
28.688886500,-81.515195667,57.400
28.688885833,-81.515195333,57.300
28.688885167,-81.515195000,57.100
28.688884333,-81.515195167,57.000
28.688883833,-81.515195167,56.900
28.688883000,-81.515194833,56.800
28.688882167,-81.515194500,56.800
28.688881667,-81.515194667,56.700
28.688881167,-81.515194667,56.600
28.688879833,-81.515193833,56.700
28.688879167,-81.515193833,56.600
28.688878500,-81.515193667,56.600
28.688877500,-81.515193667,56.600
28.688876833,-81.515193333,56.700
28.688875833,-81.515192667,56.800
28.688875000,-81.515192167,57.000
28.688874000,-81.515191333,57.200
28.688872833,-81.515190500,57.400
28.688872167,-81.515190333,57.500
28.688871167,-81.515189833,57.700
28.688870167,-81.515189167,57.900
28.688869500,-81.515189000,58.100
28.688868667,-81.515188333,58.300
28.688868000,-81.515187667,58.400
28.688867333,-81.515187333,58.500
28.688866833,-81.515186667,58.600
28.688866333,-81.515186000,58.800
28.688866167,-81.515185333,58.900
28.688866167,-81.515185000,59.000
28.688866000,-81.515184333,59.100
28.688865833,-81.515183167,59.200
28.688865667,-81.515181833,59.400
28.688865500,-81.515180833,59.500
28.688865500,-81.515180000,59.700
28.688865500,-81.515179000,59.700
28.688865500,-81.515177833,59.800
28.688865667,-81.515176833,60.000
28.688866167,-81.515176167,60.000
28.688866333,-81.515175167,60.000
28.688866000,-81.515174167,60.100
28.688865500,-81.515172667,60.200
28.688865167,-81.515171667,60.200
28.688865000,-81.515171000,60.100
28.688864500,-81.515170167,60.100
28.688864333,-81.515169667,60.100
28.688864167,-81.515169167,60.100
28.688864000,-81.515168667,60.100
28.688863667,-81.515168000,60.100
28.688863167,-81.515167167,60.300
28.688862500,-81.515166167,60.500
28.688862000,-81.515165500,60.600
28.688862500,-81.515165667,60.600
28.688863333,-81.515165833,60.500
28.688864167,-81.515166333,60.400
28.688866167,-81.515167833,60.000
28.688867667,-81.515169167,59.600
28.688869500,-81.515170667,59.200
28.688871167,-81.515171500,58.900
28.688871833,-81.515171333,58.800
28.688872667,-81.515171167,58.700
28.688873333,-81.515171000,58.500
28.688873833,-81.515171000,58.500
28.688874667,-81.515171500,58.300
28.688875333,-81.515172000,58.100
28.688876333,-81.515172500,57.900
28.688877667,-81.515173333,57.600
28.688878000,-81.515173333,57.500
28.688878000,-81.515172667,57.500
28.688878167,-81.515172500,57.400
28.688878000,-81.515172167,57.400
28.688877833,-81.515172000,57.400
28.688877333,-81.515171667,57.400
28.688876833,-81.515171167,57.300
28.688876167,-81.515170500,57.300
28.688875500,-81.515169333,57.300
28.688874167,-81.515167833,57.400
28.688873333,-81.515166667,57.500
28.688872167,-81.515165167,57.700
28.688871833,-81.515164500,57.800
28.688871167,-81.515164000,57.900
28.688870500,-81.515163167,58.100
28.688869500,-81.515162000,58.300
28.688868833,-81.515161333,58.400
28.688867333,-81.515159500,58.800
28.688866500,-81.515157833,59.100
28.688865667,-81.515156333,59.300
28.688864833,-81.515155167,59.400
28.688864333,-81.515154500,59.500
28.688864667,-81.515155000,59.300
28.688865667,-81.515156000,59.000
28.688866667,-81.515157333,58.600
28.688867667,-81.515158333,58.200
28.688869000,-81.515159667,57.800
28.688869667,-81.515160667,57.500
28.688870833,-81.515161667,57.100
28.688872000,-81.515162833,56.700
28.688872333,-81.515163333,56.600
28.688872667,-81.515163500,56.500
28.688873000,-81.515163500,56.400
28.688873500,-81.515163833,56.200
28.688874000,-81.515164500,56.000
28.688874167,-81.515164667,55.900
28.688875000,-81.515165667,55.700
28.688876333,-81.515166667,55.400
28.688877500,-81.515166833,55.100
28.688878500,-81.515167167,54.800
28.688879500,-81.515167500,54.600
28.688880667,-81.515168000,54.400
28.688881833,-81.515168500,54.200
28.688883000,-81.515169333,53.900
28.688884167,-81.515170333,53.800
28.688885500,-81.515171167,53.600
28.688886667,-81.515172833,53.400
28.688887833,-81.515174333,53.200
28.688888833,-81.515175500,53.100
28.688888833,-81.515176333,53.300
28.688888667,-81.515177333,53.600
28.688889667,-81.515178333,53.500
28.688889833,-81.515179167,53.800
28.688890167,-81.515180000,54.000
28.688890500,-81.515180667,54.000
28.688890500,-81.515181000,54.100
28.688890500,-81.515181500,54.000
28.688890167,-81.515182333,54.000
28.688890000,-81.515183000,53.900
28.688890000,-81.515183500,53.700
28.688890000,-81.515184000,53.500
28.688890167,-81.515184833,53.200
28.688890333,-81.515186000,53.000
28.688890833,-81.515187000,52.600
28.688891167,-81.515187833,52.300
28.688891000,-81.515189000,52.100
28.688890833,-81.515189500,51.900
28.688891000,-81.515191000,51.600
28.688890833,-81.515192333,51.500
28.688890667,-81.515192667,51.400
28.688890000,-81.515192833,51.400
28.688889333,-81.515192833,51.400
28.688888667,-81.515192500,51.500
28.688887667,-81.515192000,51.600
28.688886167,-81.515191333,51.800
28.688884333,-81.515190167,52.000
28.688882667,-81.515189500,52.100
28.688880500,-81.515188500,52.200
28.688878833,-81.515187167,52.300
28.688876833,-81.515186167,52.500
28.688875167,-81.515184833,52.700
28.688873333,-81.515183833,53.000
28.688871500,-81.515182167,53.300
28.688870333,-81.515181500,53.600
28.688869167,-81.515180500,53.900
28.688868000,-81.515180000,54.100
28.688867667,-81.515179833,54.200
28.688867000,-81.515179333,54.400
28.688867167,-81.515179500,54.300
28.688867500,-81.515180167,54.200
28.688867500,-81.515180667,54.200
28.688867333,-81.515180667,54.100
28.688867167,-81.515180833,54.100
28.688867167,-81.515181500,54.000
28.688867000,-81.515182000,53.800
28.688866667,-81.515182167,53.800
28.688866000,-81.515182000,53.800
28.688865500,-81.515181667,53.900
28.688864667,-81.515181167,54.200
28.688863500,-81.515181000,54.500
28.688862500,-81.515180667,54.900
28.688861667,-81.515180833,55.200
28.688861000,-81.515181167,55.500
28.688860333,-81.515182000,55.700
28.688859833,-81.515183000,56.100
28.688859500,-81.515184000,56.600
28.688859500,-81.515185333,57.000
28.688859000,-81.515185833,57.300
28.688858833,-81.515187167,57.700
28.688858167,-81.515188167,58.100
28.688858000,-81.515189167,58.400
28.688857333,-81.515190000,58.700
28.688857167,-81.515191000,58.800
28.688857000,-81.515191667,58.900
28.688856167,-81.515192167,59.100
28.688855500,-81.515192667,59.200
28.688854667,-81.515192667,59.400
28.688853833,-81.515192000,59.700
28.688852833,-81.515191500,60.100
28.688852000,-81.515190833,60.400
28.688851500,-81.515190167,60.600
28.688851333,-81.515189833,60.700
28.688851833,-81.515190167,60.600
28.688852000,-81.515190333,60.600
28.688852333,-81.515190333,60.500
28.688852833,-81.515190333,60.400
28.688853167,-81.515190167,60.400
28.688853833,-81.515190333,60.200
28.688854833,-81.515190667,60.000
28.688855667,-81.515190833,59.800
28.688857000,-81.515191167,59.700
28.688859000,-81.515191833,59.500
28.688861500,-81.515192667,59.200
28.688863167,-81.515193000,58.900
28.688864667,-81.515193333,58.800
28.688866167,-81.515193833,58.500
28.688867167,-81.515193833,58.100
28.688868333,-81.515193833,57.800
28.688869167,-81.515193667,57.600
28.688870000,-81.515193667,57.500
28.688870500,-81.515193167,57.400
28.688870500,-81.515191833,57.300
28.688870167,-81.515190500,57.300
28.688870333,-81.515189333,57.200
28.688870167,-81.515188500,57.100
28.688870333,-81.515188000,57.000
28.688869667,-81.515187167,56.900
28.688869500,-81.515186500,56.700
28.688869667,-81.515186667,56.600
28.688870000,-81.515186833,56.500
28.688870333,-81.515187000,56.400
28.688870833,-81.515187500,56.200
28.688871667,-81.515188000,56.100
28.688872167,-81.515188333,56.100
28.688872167,-81.515188667,56.200
28.688872500,-81.515189333,56.200
28.688872833,-81.515190000,56.200
28.688872833,-81.515190167,56.200
28.688872333,-81.515189667,56.300
28.688871833,-81.515189000,56.400
28.688872000,-81.515189000,56.500
28.688872000,-81.515188500,56.500
28.688871667,-81.515187333,56.700
28.688871167,-81.515186333,56.900
28.688870500,-81.515185333,56.900
28.688870000,-81.515183833,57.000
28.688869333,-81.515183167,57.000
28.688868500,-81.515182500,56.900
28.688868167,-81.515182000,56.800
28.688867167,-81.515181333,56.800
28.688865667,-81.515179833,56.600
28.688863500,-81.515178167,56.600
28.688862000,-81.515177500,56.600
28.688860167,-81.515177000,56.500
28.688858333,-81.515176333,56.300
28.688856667,-81.515175833,56.200
28.688855833,-81.515175833,56.100
28.688854000,-81.515175000,56.000
28.688852167,-81.515174500,55.900
28.688851000,-81.515174500,55.800
28.688849833,-81.515174833,55.700
28.688849000,-81.515175500,55.500
28.688848667,-81.515176000,55.300
28.688848333,-81.515176167,55.300
28.688847667,-81.515176333,55.300
28.688847000,-81.515176167,55.300
28.688846167,-81.515176000,55.400
28.688845500,-81.515176167,55.300
28.688845167,-81.515176167,55.100
28.688844333,-81.515176167,54.800
28.688843000,-81.515175833,54.600
28.688842500,-81.515176000,54.500
28.688842000,-81.515175167,54.400
28.688841333,-81.515174667,54.300
28.688840333,-81.515174000,54.100
28.688840167,-81.515173833,54.100
28.688839500,-81.515172833,54.300
28.688839333,-81.515172500,54.400
28.688838833,-81.515171667,54.400
28.688838500,-81.515171167,54.400
28.688839667,-81.515171500,54.400
28.688841333,-81.515172333,54.400
28.688842167,-81.515173833,54.500
28.688843667,-81.515175000,54.500
28.688845500,-81.515176167,54.500
28.688847833,-81.515178000,54.700
28.688849000,-81.515178500,55.000
28.688850333,-81.515179667,55.400
28.688852000,-81.515180000,55.800
28.688853333,-81.515180500,56.000
28.688854167,-81.515180667,56.100
28.688854500,-81.515180167,56.100
28.688855500,-81.515180667,56.000
28.688856167,-81.515180667,55.900
28.688856667,-81.515180167,55.900
28.688857167,-81.515180000,55.900
28.688857500,-81.515180333,55.800
28.688857667,-81.515180167,55.600
28.688857833,-81.515180500,55.700
28.688858667,-81.515181000,55.900
28.688859000,-81.515180833,56.000
28.688859500,-81.515180333,56.200
28.688859833,-81.515180500,56.500
28.688860667,-81.515181333,56.500
28.688861833,-81.515183000,56.300
28.688862667,-81.515184500,56.100
28.688863167,-81.515185500,55.900
28.688864167,-81.515186333,55.700
28.688865167,-81.515187000,55.400
28.688865833,-81.515187833,55.000
28.688868167,-81.515190500,54.600
28.688869833,-81.515191667,54.400
28.688870667,-81.515192333,54.200
28.688871667,-81.515193167,53.700
28.688871833,-81.515194000,53.400
28.688871833,-81.515195000,53.100
28.688872333,-81.515195500,52.700
28.688872333,-81.515195833,52.300
28.688872500,-81.515196500,52.000
28.688872167,-81.515196667,51.800
28.688871833,-81.515197167,51.700
28.688872000,-81.515197667,51.500
28.688872333,-81.515197833,51.300
28.688872167,-81.515198000,51.200
28.688872000,-81.515198000,51.200
28.688872000,-81.515197833,51.200
28.688872167,-81.515198000,51.400
28.688872500,-81.515198333,51.600
